filename,score
05e4df0eb9d2456cae565f1e25758391.JPG,75
05e752df5e894152985015dbe0a31e56.JPG,34
05e90ed462b141749c81eddad0fcf5d8.JPG,41
05eb8ecde3a748ae990c9203b08420b9.JPG,47
05ed33788e18416fabbed4a546a60200.JPG,84
05f86a1d0e284bf09693154b31be3907.JPG,62
05fce7dc69c14470a9be8cc70db25785.JPG,53
06044ca759a5467aa44f424dd17365c3.JPG,44
06056294c91540a682dc4c00f7027f31.JPG,38
060bccb883b54b95a494353ff4f32c3c.JPG,66
0610d1c2398144e1ac8c08d40ae5ced6.JPG,72
06126aff30884ff9a2a465af8f6f39b5.JPG,53
061bc39f43054523b1c5e6ffc222d10e.JPG,75
061e5d4f24014ec0a7006e29b698859d.JPG,47
0621b58ddef94bc3b9b45f58316f4bc4.JPG,69
0621bbd070814b41a8704ee774f9fddf.JPG,41
062292dd79f84a8cb848911f8e862d90.JPG,72
0631b3bc644149fa82013b6ff4116c00.JPG,53
063264e41f404b6dbcb0219b52992b17.JPG,66
06353e5f3de846c4aee5557b951dd76e.JPG,72
063ada5b2115491c8a2ab10700a0af34.JPG,50
063af59ee3f44ce6a494b64b1fe43f30.JPG,75
06436fd169e9419a832fb97558630f41.JPG,38
0645ea013d8e45ec9478088cfce59f9a.JPG,78
06473cf815b0468b87e909943af24836.JPG,62
064f0aa4f155487583e5d978bd094765.JPG,69
065c395d89b94e4e80f219aafdec8320.JPG,78
065dc55690d54748825c7ef44b413ca2.JPG,62
065fd78744af40e59c5950e7bf2d704e.JPG,81
06612ef635c54e66a51299507bb60b36.JPG,66
0663b5ad1461417ab585749e7ab86228.JPG,50
0663bb9bcf6b42279ab32f6ae7d2717b.JPG,41
066f246bac36402bbd40110323fb077e.JPG,44
06710740ef194598831714261db26eb6.JPG,72
067c21ba3feb4a24b9da78863e21f9be.JPG,66
067e32e4d51c465a9622a8a185e36f73.JPG,56
06801349e6a94f71840e2dab1a1e88e5.JPG,44
0689305f8a1743e28d6ffd5b4e8d5020.JPG,44
0689f26d321847e78c13beb79d407b04.JPG,38
068dacce65174ff9b8f4ffa839672914.JPG,56
0691d89dc3214cc0a7777236b9588405.JPG,53
069ae9e49f88433e82c9114e1650bacc.JPG,75
06a31be40cb74e03923bc45acfbb4e8d.JPG,81
06a3e2290f074a81b067cc47fe8a15ab.JPG,81
06a4b94c9eda4a838e8a406def95d70a.JPG,53
06a74939fb914a87b050d9582851e40e.JPG,53
06b08775c9b7402cba1a4339eda29fd8.JPG,59
06b0aab8740a4fc5b0d4443d57b22b0f.JPG,34
06b0eca508294d29993710bb8528ccd2.JPG,53
06b0f9afd51249549e08f63041c104ee.JPG,50
06b36e58101e4ac89fd5a6cd4651a770.JPG,50
06bfa61cbbd443ed81540846835e37cf.JPG,72
06c35da3c99c40ac93db365e35891f70.JPG,56
